Name,Description,Link,City,Zip,Member Count,Topic Category,Topics,Past Events
Boston Social Ping Pong,Lets get together to play table tennis and socialize in a lively atmosphere. If youve ever enjoyed,https://www.meetup.com/boston-social-ping-pong,Boston,02114,1550,Sports & Fitness,"Ping Pong, Table Tennis, Sports and Recreation, Fun Times, Sports and Socials, Social Sports, Ping Pong for Singles, Recreational Sports, Intermediate Table Tennis","play table tennis, have lunch, socialize, enjoy(Date: 2018-01-13), play table tennis, have lunch, socialize, enjoy(Date: 2018-01-13), play table tennis, have lunch, socialize, enjoy(Date: 2018-01-13)"
Gambeta Football Club (Boston),"Join Gambeta Football Club  Where Passion for Soccer Meets Community Spirit!

At Gambeta Footba",https://www.meetup.com/gambetafootallclub,Boston,02110,124,Sports & Fitness,"Sports and Socials, Womens Soccer, Mens Soccer, Co-ed Soccer, Soccer, Pickup Soccer, Indoor Soccer, Experienced Soccer Players, Outdoor Soccer, Futbol","Gambeta  1(Date: 2015-05-28), Gambeta 4(Date: 2015-06-04), Gambeta(Date: 2015-06-18)"
30s and 40s Let's Hang Out-Boston and South Shore!,"If you are looking to meet new people and work some fun into your weekday evenings and weekends, thi",https://www.meetup.com/quincy-boston-30s-and-40s-hangout,Quincy,02171,1843,Social Activities,"Social, Nature Walks, Happy Hour, Bars & Pubs, Dining Out, Hiking, Adventure, Fun Times, New In Town, Eating & Drinking, Nightlife, Outdoor Adventures, Beach, Dog Parks, Make New Friends","Wollaston Beach Boardwalk Evening Walk(Date: 2021-08-06), Kincaide Park-Lets Walk the Track!(Date: 2021-08-10), Live Solo Acoustic Hits  Quincy Adams Inn Gazebo(Date: 2021-08-11)"
Boston FinTech,"Monthly meetups with the Boston FinTech community, from CTOs and CIOs to traders, developers, por",https://www.meetup.com/boston-fintech,Boston,02110,4834,Career & Business,"Financial Innovation, Finance Professionals, Financial Technology, Startup Businesses, Innovation","Talk FinTech from buyside to sellside. With beer, of course.(Date: 2013-09-03), Boston Fintech Meeting2(Date: 2013-10-03), Boston Fintech Tuesday(Date: 2013-11-05)"
The Boston Python User Group,Welcome! Boston Python is one of the largest local,https://www.meetup.com/bostonpython,Cambridge,02138,10775,Technology,"Open Source Python, Python Web Development, Django, Web Technology, Open Source, Python, Computer Programming, Software Development, Web Development, Data Science, Machine Learning","The Cambridge Python May Meetup(Date: 2007-05-23), The Cambridge Python June Meetup(Date: 2007-06-20), The Cambridge Python July Meetup(Date: 2007-07-18)"
ACP - Boston,"If you are looking for a growth experience that incorporates relevant information, informative video",https://www.meetup.com/a-conscious-partner-boston,Boston,02108,531,Health & Wellbeing,"Divorce Support, Self-Help & Self-Improvement, Consciousness, Marriage Support, Personal Development, Newly Divorced, Life Coaching, Dating and Relationships, Courses and Workshops, Self Exploration, Self-Empowerment, Improving Relationships, Family Life & Love Life","Nov 2021  Week 1  Setting Boundaries!! - All 4 Events 60 CAD  630  930(Date: 2021-11-01), FREE! ACP Signature Event - Do I Love Myself!(Date: 2021-11-04), ACP Zoom  WHAT IS LOVE  Have you been in love? An ACP Foundation Event(Date: 2021-11-05)"
Boston Bible Study,"Want to grow closer to God? Want to know more about Him, learn from Him, or even learn about Him",https://www.meetup.com/boston-bible-study,Boston,02115,642,Religion & Spirituality,"Bible Study, God, Holy Spirit, Jesus Christ","Romans Study(Date: 2012-10-10), To Live is Christ(Date: 2012-10-20), Study the Gospel of Mark(Date: 2013-01-22)"
Boston Social Running Club,"A club for people to run, eat amp drink together.",https://www.meetup.com/boston-social-running-club,Boston,02114,2639,Sports & Fitness,"Fitness, Running, Wellness, Outdoors, Group Fitness Training, Outdoor Fitness, Healthy Living, Beginners Running, Exercise, Running Partners & Groups, Trail Running","Tuesday Morning Run from North Station(Date: 2020-11-24), Tuesday Evening Run on the Esplanade(Date: 2020-11-24), 2.8 mile run starting from Community Boating(Date: 2020-11-29)"
Osho Greater Boston,"A point of contact for Osho lovers in and around Boston.
Dont be frightened, get enlightened!",https://www.meetup.com/osho-greater-boston,Boston,02108,11,Religion & Spirituality,"Spirituality, Spiritual Growth, Consciousness, Spiritual Awakening, Meditation, Moving Meditation, Spiritual Healing, Osho","Active Meditations(Date: 2024-10-06), Active Meditations Series(Date: 2024-10-06), Active Meditations(Date: 2024-10-06)"
Comedy Night in Boston,A fresh line-up of the North Americas Best Comics Every Sunday for free on Zoom! Come and laugh w,https://www.meetup.com/comedy-night-in-boston,Boston,02108,495,Social Activities,"Comedy, Sketch Comedy, Stand-up Comedy, Fun and Laughter, Comedy Club, Community Building","Comedy Night on Zoom(Date: 2022-07-10), Comedy Night on Zoom(Date: 2022-07-17), Comedy Night on Zoom(Date: 2022-07-24)"
Real Life Boston,Join us at our meet-up for a community of Christians dedicated to glorifying Gods name. Our groups,https://www.meetup.com/real-life-boston,Somerville,02143,23,Religion & Spirituality,"Spanish, Motivation & Success, Positive Thinking, Community Building, Homeschooling, Christian, Kids, Leadership, Jesus Christ","Worship Experience(Date: 2024-02-25), Worship Experience(Date: 2024-02-25), Worship Experience(Date: 2024-02-25)"
Social Nightlife Events in Boston (B.S.P)🎊20s/30s,We are B.S.P.Boston Social Promotions,https://www.meetup.com/bsp-weekends,Boston,02108,2679,Social Activities,"Latin Music, Fun Times, Social Dancing, Nightlife, 20's-30's, Music, Social, Women's Social, Dancing, Latin Dance, New In Town, Singles, Partying, Make New Friends, Social Networking","Social Pregame W New FriendsHAPPY 420(Date: 2019-04-20), Social Pregame Red Lantern With us earlyAfterParty Storyville Later(Date: 2019-04-26), Pregame W New Friends early - Party LaterSATURDAY- 427(Date: 2019-04-27)"
LFDT Boston,LFDT Meetup groups have an informal relationship with LF Decentralized Trust and make up a key part,https://www.meetup.com/lfdt-boston,Boston,02108,2222,Technology,"Open Source, Software Development, New Technology, Cloud Computing, Financial Technology, Internet of Things (IOT), Cryptography, Bitcoin, Cryptocurrency, Ethereum, Blockchain, Hyperledger, Hyperledger Fabric, NFT (Non-fungible Tokens), Web 3.0","Intro to HyperledgerOpen Blockchain. HyperLedger vs Ethereum(Date: 2016-05-05), WEBINAR Introduction to Hyperledger Blockchain Technologies for Business(Date: 2017-01-18), WEBINAR 2 Technical Widening on Hyperledger Fabric(Date: 2017-01-30)"
Boston Software Crafters,Boston Software Crafters is a large and vibrant developers the Boston area committed to lea,https://www.meetup.com/boston-software-crafters,Cambridge,02142,2242,Technology,"Software Development, Software Engineering, Computer Programming, Software QA and Testing, Software Craftsmanship, Agile Testing, Pair Programming, Test Driven Development, Extreme Programming, New Technology, Technology","Interface Migration Patterns(Date: 2013-12-02), Global Day of Coderetreat Boston(Date: 2013-12-14), December Code  Cocktails(Date: 2013-12-30)"
Boston BitDevs,BitDevs is a community for those interested in discussing and participating in the research and deve,https://www.meetup.com/boston-bitdevs,Boston,02108,613,Technology,"New Technology, Virtual Currency, Cryptography, Decentralized Systems & Applications, Digital Currency, Blockchain, Bitcoin, Cryptocurrency","Boston BitDevs Meetup 1(Date: 2019-06-18), Boston BitDevs Meetup 2(Date: 2019-07-31), Boston BitDevs Meetup 3(Date: 2019-08-21)"
Boston Urban Hikers,"Welcome to Boston Urban Hikers, where the citys hustle meets natures bustle! Were a group of urba",https://www.meetup.com/meetup-group-wxbkghns,Boston,02108,397,Travel & Outdoor,"Walking, Outdoors, Fun Times, Adventure, Social Networking, Hiking, Nature Walks, Exercise, Outdoor Adventures, Leisure Walking","Explore Spectacle Island Perimeter Trail Hike  Harbor View(Date: 2024-08-24), Arnold Arboretum(Date: 2024-09-01), Worlds End in Hingham(Date: 2024-09-14)"
Analytics.Club Boston,"Welcome to Boston Analytics Club!




Were a community-driven club focused on helping each othe",https://www.meetup.com/ac-bos,Boston,02109,4108,Technology,"Machine Learning, Computer Programming, Open Source, NoSQL, Hadoop, Business Intelligence, New Technology, Cloud Computing, Big Data, Data Analytics, Data Visualization, Predictive Analytics, Data Mining, Data Science","Building a Center of Excellence for Big Data Analytics(Date: 2013-09-12), Turning Big Data into Business Applications(Date: 2013-10-09), Analytics in HealthCare The Changing Face of Clinical Trials(Date: 2013-10-15)"
Stress-free Boston Volleyball,"Goals  

 exercise
 release stress
 socialize

Target level intermediate
Cost var",https://www.meetup.com/volley,Boston,02108,1262,Sports & Fitness,"Volleyball, Fun Times, Outdoor Volleyball, Volleyball Social, Beach Volleyball","Stress-free Indoor Volleyball in Cambridge(Date: 2018-10-21), Stress-free Indoor Volleyball in Cambridge 2(Date: 2018-11-04), Stress-free Indoor Volleyball in Cambridge 3(Date: 2018-11-18)"
She Is Boston,"The ladies ofnbsp SHE IS BOSTON come from the inner city streets, but share the hopes to live",https://www.meetup.com/meetup-group-sheisboston,Boston,02124,455,Career & Business,"Women's Social, Social Networking, Business Referral Networking, Women Entrepreneurs, Professional Networking, Small Business Marketing Strategy, Entrepreneurship, Women's Business Networking, Startup Businesses, Women Small Business Owners, Professional Women, Women's Networking, B2B Networking, Women's Empowerment, People Helping People","Women Networking in Needham on June 15(Date: 2016-06-15), Women Networking in Boston at The Point on June 21(Date: 2016-06-21), GBWN suggests  Going InBound at HubSpot Tonight!(Date: 2016-06-28)"
Fun in Boston!,"If youre new to Boston or just want to have fun and meet new people, then join this group!

See you",https://www.meetup.com/fun-meetup-boston-events,Boston,02109,5387,Social Activities,"Nightlife, Fun Times, Eating & Drinking, Social Networking, Singles, New In Town, Dining Out, Women's Social, Dating and Relationships, Professional Networking, Professional Women, Single Professionals, Foodie, Women's Networking, Fun and Laughter","Comedy Show at the Burren!(Date: 2017-10-11), Witches Brew Comedy Show(Date: 2017-10-14), Midway Or The Highway Comedy(Date: 2017-10-15)"
GoodRec Pickup Soccer in Boston Everyday,"Welcome to GoodRec ! We organize pickup soccer games in Boston every day.

This group is for everyon",https://www.meetup.com/goodrec-pickup-soccer-boston,Boston,02108,150,Sports & Fitness,"Pickup Soccer, European Football, Experienced Soccer Players, Outdoor Soccer, Soccer, Futsal, Women's Football, Indoor Soccer, Futbol, Co-ed Soccer, Pickup Futsal, Womens Soccer, Sports and Socials","Mon - Sun IndoorOutdoor GAMES ALL WEEK (Date: 2023-12-19), Mon - Sun IndoorOutdoor GAMES ALL WEEK (Date: 2023-12-19), Mon - Sun IndoorOutdoor GAMES ALL WEEK (Date: 2023-12-21)"
Boston Japanese & English Language Club,"Welcome to Boston Japanese and English Language Club!　
We connect language learners with native",https://www.meetup.com/boston-japanese,Boston,02116,4385,Identity & Language,"Japanese, Japanese Culture","Boston Japanese Language February Meetup(Date: 2003-02-11), Boston Japanese Language April Meetup(Date: 2003-04-08), Boston Japanese Language June Meetup(Date: 2003-06-10)"
Boston Buddhism for Beginners Meetup Group,Were a group of like-minded people who knew something was missing in life as we knew it. We cher,https://www.meetup.com/boston-buddhism-for-beginners-meetup-group,Boston,02108,379,Religion & Spirituality,"Spiritual Growth, Pure Land Buddhism, Community Building, Personal Development, Personal Empowerment, Meaning of Life, Happiness","Readings of the Book You Were Born For a Reason DiscussionsChatsSharing(Date: 2020-06-12), Readings of the Book You Were Born For a Reason DiscussionsChatsSharing(Date: 2020-06-12), Readings of the Book You Were Born For a Reason DiscussionsChatsSharing(Date: 2020-06-16)"
Boston Free Guided Meditation Classes,"Looking for peace, balance, joy, overcome stress, transform and meet other seekers of truth? Welc",https://www.meetup.com/boston-free-meditation,Boston,02111,2684,Health & Wellbeing,"Meditation, Guided Meditation, Stress Relief, Spiritual Growth, Free Events, Energy Healing, Sahaja Yoga Meditation, Kundalini Yoga and Meditation, Free Meditation Classes","Free Tai Chi Class(Date: 2012-01-27), Free Tai Chi Class(Date: 2012-01-27), Free Tai Chi Class(Date: 2012-02-03)"
Boston Real Estate Investors Association,The Boston Real Estate Investor Association is an Investor association for real estate investors and,https://www.meetup.com/bostonrealestateinvestorsassociation,Dedham,02026,3367,Career & Business,"Real Estate Networking, Real Estate Foreclosures, Real Estate Investors, Commercial Real Estate, Real Estate Investing, Real Estate, Real Estate Investment Education, Landlords & Property Managers, Wholesaling Real Estate, Real Estate Agents","Come Learn and Meet Dave Seymour of Flipping Boston(Date: 2014-04-01), Come Learn How To Fix and Flip Houses and Meet Dave Seymour of Flipping Boston(Date: 2014-04-01), How To Generate 100s of Real Estate Leads Per Month(Date: 2014-05-06)"
The Boston Drunken Knitwits,This wonderful group was founded by Leanne who got thisnbspbrilliant idea from a friend of a fr,https://www.meetup.com/the-boston-drunken-knitwits,Somerville,02143,1007,Hobbies & Passions,"Knitting, Happy Hour, Nightlife, Knitter's Social, Crochet, New In Town, Stitching, Wine While Knitting","Cant We All Just Knit Along?(Date: 2013-05-16), Keep Calm And Carry Yarn(Date: 2013-05-27), Silly Rabbit, Knits Arent for Kids!(Date: 2013-06-09)"
East Boston Small Dogs Meetup,This is a group for people with small dogs to get together at the Bremen Street Dog Park in East,https://www.meetup.com/east-boston-small-dogs-meetup,East Boston,02228,56,Pets & Animals,"Small Breed Dogs, Off-Leash Dog Recreation, Toy Dogs, Dogs, Dog Parks, Dog Playgroups, Socializing Dogs, Off Leash Dog Recreation, Pets, Small Dog Playgroup","Bremen Street Dog Park Playgroup(Date: 2017-01-28), Bremen Street Dog Park Playgroup(Date: 2017-02-04), Bremen Street Dog Park Playgroup(Date: 2017-02-11)"
Rosicrucians in Boston Massachusetts and New England,"Do you know the Rosicrucians?

We believe the key to a more peaceful life is within you www.rosicr",https://www.meetup.com/rosicrucians-in-boston-massachusetts-and-new-england,Allston,02134,290,Religion & Spirituality,"Rosicrucian, Mysticism, Spirituality, Metaphysics, Hermetic Alchemy","Welcome to the Rosicrucians Group Meetup in Boston!(Date: 2012-10-18), Welcome to the Rosicrucians Group Meetup in Boston!(Date: 2012-10-19), Meditation(Date: 2012-10-19)"
"Friendship & Camaraderie (Somerville, Cambridge, Boston)","Hey all! This group is for curated, unique events where you can meet all sorts of interesting new pe",https://www.meetup.com/friendship-matchmaking-somerville-cambridge-boston,Boston,02108,2305,Social Activities,"Technology Startups, Travel, Outdoors, Singles, Dining Out, New In Town, Nightlife, Social Networking, Social, Fun Times, Adventure, New Technology, Startup Businesses, Entrepreneurship, Web Technology"," Lets chat about friendship(Date: 2019-04-10),  Lets chat about friendship(Date: 2019-04-24), Morning Dance Party!(Date: 2019-04-25)"
Boston's LGBTQ & Friends,"Boston has a fantastic history of equality and being very open on many fronts, including alternat",https://www.meetup.com/bostons-lgbtq-friends,Boston,02112,3196,Identity & Language,"New In Town, Nightlife, LGBT, Social, Gay and Lesbian Friends, LGBT Social, Gay Men, Bisexual Women, Friends & Supporters of LGBT/GLBT, LGBTQ, LGBT Friendly","Swingtime Boston LGBT Dance, Sat. Oct. 5(Date: 2013-10-05), Dance!(Date: 2013-10-18), LGBT Halloween Costume Party(Date: 2013-10-25)"
Boston MES White Wolf LARP,Monthly games of White Wolf LARP through the MES  the Modern Enigma Societyhttpswww.mindseyes,https://www.meetup.com/boston-area-white-wolf-larp,Boston,02201,156,Games,"Vampire, Werewolf, Vampire: The Masquerade, World of Darkness, LARP Live Action Role Playing, Roleplaying Games (RPGs)","Vampire The Requiem game(Date: 2013-09-28), Cross venue NWOD The Accord game(Date: 2013-09-28), Werewolf The Apocalypsegame(Date: 2013-10-12)"
The Boston Asian Professionals Meetup Group,"Fun, active, diverse events which include lunch, dinners, day trips, indoor amp outdoor activit",https://www.meetup.com/boston-asian-professionals,Boston,02111,4895,Identity & Language,"Asian Professionals, Taiwanese Culture, Chinese Culture, Asians, Japanese, Korean Culture, Vietnamese Professionals, Mandarin, Cantonese Friends, Chinese Language, Asian Americans, Asian Food, Taiwanese Language, Filipino, Malaysian Culture, Hong Kong Culture","First contact - meet new friends over dinner  drinks(Date: 2007-02-23), Asian Professionals Social at Elephant Walk Cambridge(Date: 2007-03-09), Lets relax at Flattop Johhnys(Date: 2007-04-06)"
Jewish Singles 55+  of Greater Boston,"Come Join Us for Fun amp Friendship!
  
The G",https://www.meetup.com/jewishsingles50-of-greaterboston,Dedham,02026,233,Social Activities,"New In Town, Social Networking, Jewish Social, Jewish, Social, Singles, Jewish Singles","Our first Meeting(Date: 2007-02-18), Panera Bread Meeting(Date: 2007-02-25), Lets Do It Again!!(Date: 2007-03-04)"
Boston Couples,This group is for couples in the Boston area who still like each other and actually want to do ne,https://www.meetup.com/bostoncouples,Boston,02115,3113,Social Activities,"Travel, Fun Times, Nightlife, Married Couples, Social, Adventure, Couples, Lesbian Couples, Gay Couples, New In Town, Dining Out, Movie Nights, Weekend Adventures","Boston Couples Mixer(Date: 2008-04-25), Bowling at Kings in Back Bay(Date: 2008-05-10), Dinner  Comedy in Cambridge!(Date: 2008-05-31)"
Greater Boston Tennis Big Shots,"GREATER BOSTON TENNIS BIG SHOTS IS AN ORGANIZATION THAT



PROVIDES SOCIA",https://www.meetup.com/gbtennisbigshots,Boston,02116,694,Sports & Fitness,"Sports and Recreation, Outdoor Tennis, Tennis For Beginners, Mixed Doubles Tennis, Tennis, Indoor Tennis, Boston Sports Fans","GLOW Boston Tennis February Meetup(Date: 2010-01-23), GLOW Boston Tennis January Meetup(Date: 2010-01-30), TENNIS ROUND ROBIN AND SOCIAL, SATURDAY, FEB. 6(Date: 2010-02-06)"
Church of Scientology Boston,"Welcome to the Church of Scientology Boston Meetup! 

This groups goal is to introduce people to th",https://www.meetup.com/church-of-scientology-boston,Boston,02111,22,Health & Wellbeing,"Spirituality, Science and Spirituality, Business, Work and Spirituality, Confidence and Self-Esteem, Self-Help & Self-Improvement, Spiritual Growth, Self-Empowerment, Spiritual Healing","Lecture play - HEALTH  CERTAINTY(Date: 2024-02-13), Lecture play - SALVATION(Date: 2024-02-15), The parts of life(Date: 2024-02-17)"
Boston Co-Ed Flag Football,"Welcome to Boston Co-Ed Flag Football, which is a PLAY AT YOUR OWN RISK group. We are not respon",https://www.meetup.com/flagfootball-49,Belmont,02478,2472,Sports & Fitness,"Outdoors, Social Networking, Social, NFL Football, Sports and Recreation, Sports Fan, Fitness, Sports and Socials, Recreational Sports, Soccer, Outdoor Fitness, Exercise, Flag Football, College Football","Flag Football on Cambridge Common(Date: 2007-08-26), Flag Football on Cambridge Common(Date: 2007-09-02), Flag Football on Cambridge Common(Date: 2007-09-08)"
Boston TechInvestors DinnerGroup,"Join our Boston Tech, AI  Startup Small Networking Dinner Groups to connect with like-minded indivi",https://www.meetup.com/boston-tech-ai-startup-founders-investors-dinnergroup,Boston,02108,53,Technology,"Social, Business, Make New Friends, Professional Networking, Potluck, Technology, Partying, Dinner Parties, Startup Businesses, SaaS (Software as a Service), Dinner, Technology Startups, Software Development, Artificial Intelligence",
Boston Ladies,"For all the ladies who are looking to make new female friends, explore new places, and have some",https://www.meetup.com/south-boston-ladies,Boston,02108,2651,Social Activities,"Coffee and Tea Socials, Wine, Dancing, Coffee, Singles, Dining Out, Women's Social, Social, Fun Times, Happy Hour, Fun and Laughter","Boston Womens March For America(Date: 2017-01-21), Drinks(Date: 2017-02-03), Galentines Day Brunch (Date: 2017-02-12)"
The Boston Spanish Language Meetup Group,"Please take our polls- click Polls on the left.

 ----

 The Boston Spanish Meetup Grou",https://www.meetup.com/bostonspanish,Cambridge,02138,7592,Identity & Language,"Language & Culture, Spanish, Latino Culture, Latin Music","Boston Spanish Language April Meetup(Date: 2003-04-15), Boston Spanish Language May Meetup(Date: 2003-05-20), Boston Spanish Language June Meetup(Date: 2003-06-17)"
Meditation for Spiritual Awareness Greater Boston,"We are Science of Spirituality, a worldwide, spiritual organization dedicated to transforming",https://www.meetup.com/meditation-582,Boston,02108,754,No category,"Holistic Health, Vegetarian, Spirituality, Meditation, Consciousness, Self Exploration, Spiritual Growth, Meditation and Healing, Meditation and Mysticism","Meditation, the Spiritual Solution to Stress, Anger and Conflict(Date: 2008-03-29), Live Web Event -- Three Meditation Classes(Date: 2008-04-09), Live Web Event -- Second Meditation Class The Web of the Mind(Date: 2008-04-16)"
#Resist: Boston,Concerned about where the country is heading? Youre not alone. Join others who care about whats,https://www.meetup.com/resist-boston,Boston,02108,906,Movements & Politics,"Political Activism, Environment, Human Rights, LGBT, Social Movements, Women's Rights, Sustainability, Immigration, Women's Empowerment, Social Justice, Activism, Equality, LGBTQ","No Ban! No Wall! - The Socialist Case For No Borders(Date: 2017-02-16), CityResist Movement   Take Action Friday!(Date: 2017-02-17), Rally to Stand Up for Science(Date: 2017-02-19)"
Life Drawing Boston,"Welcome, welcome, welcome to Life Drawing! We are a group of people who meet every Tuesday to connec",https://www.meetup.com/lifedrawingboston,Cambridge,02138,2789,Art & Culture,"Life Drawing Sessions, Art, Figure Drawing, Contemporary Art, Fine Arts, Artists, Sketching, Drawing, Life Drawing, Fine Art Drawing, Portrait Drawing, Drawing from the Model, Classical Figure Drawing","3-hour Life Drawing(Date: 2018-10-23), Life Drawing  SpaceUs Harvard Square(Date: 2018-10-30), Life Drawing Boston(Date: 2018-11-06)"
Greater Boston Women's Social Group,"Welcome!

This group was started as a way to get out and meet other women in our area just outsi",https://www.meetup.com/ladies-of-newton-brookline-watertown-and-waltham,Waltham,02453,316,Social Activities,"Women's Social, Social, Fun Times, Girlfriends, Girls Having Fun, Girls' Night Out, Social Networking, Nightlife, New In Town, Make New Friends, Trying New Things, Hanging Out","Saturday afternoon cocktails  Social in Newton Corner(Date: 2015-05-09), After work drinks  dinner  Margaritas in Waltham(Date: 2015-05-20), Sunday Brunch  Fairsted Kitchen  Barcelona  - BROOKLINE(Date: 2015-06-07)"
The Gloss: Boston,New to Boston? Or just want to discuss great books with like-minded friends? The concept is simple.,https://www.meetup.com/gloss_boston,Boston,02113,2311,Hobbies & Passions,"Book Swap, Book Club, Women's Social, Literature, Reading, Women's Book Club, Books and Drinks","Our First Book Club Meeting!(Date: 2014-06-30), The Ocean at the End of the Lane by Neil Gaiman(Date: 2014-07-29), The Silver Star By Jeannette Walls(Date: 2014-08-26)"
